,date,value,symbol
2600,2002-12-31,13.8537,XLI
2601,2002-11-29,14.4213,XLI
2602,2002-10-31,13.7053,XLI
2603,2002-09-30,13.0628,XLI
2604,2002-08-30,14.7671,XLI
2605,2002-07-31,15.0004,XLI
2606,2002-06-28,15.9004,XLI
2607,2002-05-31,16.9386,XLI
2608,2002-04-30,16.8654,XLI
2609,2002-03-28,18.1157,XLI
2610,2002-02-28,17.6388,XLI
2611,2002-01-31,17.2078,XLI
2612,2001-12-31,18.3683,XLI
2613,2001-11-30,17.5061,XLI
2614,2001-10-31,15.914,XLI
2615,2001-09-28,15.6366,XLI
2616,2001-08-31,18.3212,XLI
2617,2001-07-31,18.9725,XLI
2618,2001-06-29,19.012,XLI
2619,2001-05-31,20.2639,XLI
2620,2001-04-30,19.4499,XLI
2621,2001-03-30,17.4544,XLI
2622,2001-02-28,19.3014,XLI
2623,2001-01-31,20.5319,XLI
2624,2000-12-29,20.4534,XLI
2625,2000-11-30,19.6764,XLI
2626,2000-10-31,20.3672,XLI
2627,2000-09-29,19.9175,XLI
2628,2000-08-31,20.5116,XLI
2629,2000-07-31,18.6658,XLI
2630,2000-06-30,18.3799,XLI
2631,2000-05-31,19.1327,XLI
2632,2000-04-28,19.217,XLI
2633,2000-03-31,18.9381,XLI
2634,2000-02-29,16.627,XLI
2635,2000-01-31,17.5979,XLI
2636,1999-12-31,19.1641,XLI
2637,2023-09-11,36.64,XLRE
2638,2023-08-31,37.02,XLRE
2639,2023-07-31,38.19,XLRE
2640,2023-06-30,37.69,XLRE
2641,2023-05-31,35.6932,XLRE
2642,2023-04-28,37.3867,XLRE
2643,2023-03-31,37.0203,XLRE
2644,2023-02-28,37.5778,XLRE
2645,2023-01-31,39.9185,XLRE
2646,2022-12-30,36.319,XLRE
2647,2022-11-30,38.1527,XLRE
2648,2022-10-31,35.7123,XLRE
2649,2022-09-30,35.0122,XLRE
2650,2022-08-31,40.3229,XLRE
2651,2022-07-29,42.722,XLRE
2652,2022-06-30,39.369,XLRE
2653,2022-05-31,42.272,XLRE
2654,2022-04-29,44.5471,XLRE
2655,2022-03-31,46.1913,XLRE
2656,2022-02-28,42.8383,XLRE
2657,2022-01-31,44.9959,XLRE
2658,2021-12-31,49.2445,XLRE
2659,2021-11-30,44.658,XLRE
2660,2021-10-29,45.0632,XLRE
2661,2021-09-30,41.8875,XLRE
2662,2021-08-31,44.6794,XLRE
2663,2021-07-30,43.4612,XLRE
2664,2021-06-30,41.5402,XLRE
2665,2021-05-28,40.2817,XLRE
2666,2021-04-30,39.8254,XLRE
2667,2021-03-31,36.7712,XLRE
2668,2021-02-26,34.4289,XLRE
2669,2021-01-29,33.8942,XLRE
2670,2020-12-31,33.7098,XLRE
2671,2020-11-30,33.2199,XLRE
2672,2020-10-30,31.0811,XLRE
2673,2020-09-30,32.1005,XLRE
2674,2020-08-31,32.7896,XLRE
2675,2020-07-31,32.7987,XLRE
2676,2020-06-30,31.4871,XLRE
2677,2020-05-29,31.1019,XLRE
2678,2020-04-30,30.4467,XLRE
2679,2020-03-31,27.8257,XLRE
2680,2020-02-28,32.763,XLRE
2681,2020-01-31,34.936,XLRE
2682,2019-12-31,34.4373,XLRE
2683,2019-11-29,34.0517,XLRE
2684,2019-10-31,34.6508,XLRE
2685,2019-09-30,34.6596,XLRE
2686,2019-08-30,34.3142,XLRE
2687,2019-07-31,32.7389,XLRE
2688,2019-06-28,32.1788,XLRE
2689,2019-05-31,31.6625,XLRE
2690,2019-04-30,31.2805,XLRE
2691,2019-03-29,31.4454,XLRE
2692,2019-02-28,29.9625,XLRE
2693,2019-01-31,29.6345,XLRE
2694,2018-12-31,26.76,XLRE
2695,2018-11-30,28.8762,XLRE
2696,2018-10-31,27.3749,XLRE
2697,2018-09-28,27.8184,XLRE
2698,2018-08-31,28.5745,XLRE
2699,2018-07-31,27.8991,XLRE
2700,2018-06-29,27.6121,XLRE
2701,2018-05-31,26.4328,XLRE
2702,2018-04-30,25.8552,XLRE
2703,2018-03-29,26.0143,XLRE
2704,2018-02-28,25.0555,XLRE
2705,2018-01-31,26.8862,XLRE
2706,2017-12-29,27.4104,XLRE
2707,2017-11-30,27.532,XLRE
2708,2017-10-31,26.7501,XLRE
2709,2017-09-29,26.5361,XLRE
2710,2017-08-31,26.904,XLRE
2711,2017-07-31,26.6343,XLRE
2712,2017-06-30,26.3156,XLRE
2713,2017-05-31,25.8214,XLRE
2714,2017-04-28,25.6512,XLRE
2715,2017-03-31,25.6107,XLRE
2716,2017-02-28,25.8838,XLRE
2717,2017-01-31,24.7321,XLRE
2718,2016-12-30,24.7643,XLRE
2719,2016-11-30,23.7384,XLRE
2720,2016-10-31,24.482,XLRE
2721,2016-09-30,25.9216,XLRE
2722,2016-08-31,26.2665,XLRE
2723,2016-07-29,27.2878,XLRE
2724,2016-06-30,26.4317,XLRE
2725,2016-05-31,24.9116,XLRE
2726,2016-04-29,24.4902,XLRE
2727,2016-03-31,25.099,XLRE
2728,2016-02-29,22.672,XLRE
2729,2016-01-29,22.5638,XLRE
2730,2015-12-31,24.1051,XLRE
2731,2015-11-30,23.5063,XLRE
